Skills,HTML,Wireframing and Prototyping,MongoDB,Build Automation,Kubernetes,Hardware/Software Integration,Data Visualization,DevOps,User Research,Microsoft SQL Server,System Architecture Design,Azure,Virtualization VMware,Risk Management,Data Mining,Usability Testing,Security Best Practices,Cloud Architecture,Selenium,CoAP,Firewall Configuration,Cloud Native Application Development,IoT,Routing and Switching,PyTorch,Incident Response,SVN,Docker,UX Design,Git,Scalability and Performance Optimization,TCP/IP,Technical Documentation,scikit-learn,Vue.js,TensorFlow,Cassandra,ETL,Responsive Design,SQL,Performance Testing,Data Warehousing,GCP,Hadoop,Project Planning,UX/UI Design and Prototyping,MySQL,RDBMS,Computer Vision,Data Manipulation and Cleaning,Data Manipulation,UI Design,Data Modeling,Oracle,Virtualization Hyper-V,Security Auditing,Adobe XD,Cross Browser Compatibility,User Centric Design,Scrum,IT Support,Cryptocurrency development,Active Directory,Web Accessibility,System Administration,JUnit,Budgeting,Disaster Recovery Planning,Manual Testing,RESTful Architecture,Troubleshooting,React,Server Administration,Network Security,Malware Analysis,Django,Natural Language Processing,Continuous Integration/Continuous Deployment,Test-Driven Development (TDD),GraphQL,Web Development,Wireless Networking,PostgreSQL,Big Data Technologies,Android Mobile App Development,Flask,REST,Smart contracts,Integration Testing and System Testing,iOS Mobile App Development,JavaScript,AI,Machine Learning,Network Monitoring,Matplotlib,Embedded Systems,Spark,Penetration Testing,Software Design Patterns,Node.js,Sensor Integration,Kanban,VoIP (Voice over Internet Protocol),Agile Methodologies,CSS,Blockchain security,Cryptography,Flutter,Sketch,Backup and Recovery,Quality Assurance,Ethical Hacking,NoSQL,React Native,Pandas,Real-Time Systems,AWS,Angular,Responsive Web Design,Data Engineering,VPN,pytest,Memory Management and Performance Profiling,Intrusion Detection,MQTT
Navigation - Single Page App,0.7,0.18,0.0,0.12,0.02,0.03,0.0,0.09,0.03,0.0,0.0,0.43,0.02,0.01,0.0,0.4,0.06,0.0,0.34,0.47,0.0,0.05,0.0,0.0,0.02,0.03,0.91,0.0,0.27,0.17,0.1,0.0,0.06,0.01,0.4,0.22,0.32,0.23,0.28,0.13,0.3,0.0,0.3,0.0,0.0,0.26,0.0,0.0,0.01,0.0,0.0,0.4,0.01,0.34,0.0,0.0,0.45,0.0,0.24,0.01,0.06,0.0,0.0,0.39,0.0,0.15,0.0,0.0,0.2,0.02,0.14,0.35,0.0,0.01,0.04,0.01,0.01,0.01,0.08,0.02,0.32,0.0,0.0,0.0,0.44,0.16,0.02,0.0,0.0,0.41,0.49,0.05,0.11,0.0,0.0,0.0,0.16,0.09,0.21,0.5,0.0,0.07,0.0,0.11,0.54,0.0,0.0,0.2,0.0,0.06,0.1,0.0,0.01,0.54,0.01,0.0,0.06,0.56,0.12,0.01,0.0,0.47,0.0,0.0,0.12
Navigation - Space Directory,0.14,0.03,0.0,0.05,0.02,0.03,0.01,0.0,0.0,0.0,0.01,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.4,0.0,0.04,0.0,0.1,0.0,0.01,0.82,0.0,0.0,0.05,0.03,0.0,0.05,0.03,0.04,0.19,0.04,0.1,0.07,0.01,0.03,0.0,0.15,0.0,0.0,0.06,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.06,0.02,0.02,0.0,0.0,0.0,0.0,0.13,0.02,0.0,0.03,0.02,0.15,0.2,0.02,0.09,0.0,0.0,0.04,0.02,0.0,0.02,0.13,0.01,0.02,0.0,0.01,0.14,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.02,0.05,0.0,0.06,0.04,0.08,0.03,0.0,0.01,0.19,0.0,0.0,0.08
Navigation - View results,0.66,0.01,0.52,0.12,0.33,0.12,0.66,0.11,0.24,0.56,0.03,0.59,0.03,0.01,0.09,0.8,0.23,0.01,0.39,0.6,0.0,0.19,0.06,0.24,0.05,0.02,0.91,0.05,0.35,0.52,0.12,0.05,0.07,0.24,0.4,0.57,0.52,0.68,0.44,0.28,0.39,0.01,0.46,0.46,0.01,0.35,0.37,0.4,0.13,0.01,0.0,0.46,0.0,0.65,0.0,0.01,0.54,0.54,0.42,0.01,0.08,0.35,0.0,0.68,0.1,0.25,0.0,0.01,0.03,0.01,0.01,0.02,0.0,0.01,0.01,0.04,0.09,0.03,0.01,0.11,0.29,0.01,0.39,0.17,0.32,0.6,0.02,0.13,0.14,0.35,0.57,0.41,0.39,0.03,0.11,0.29,0.27,0.01,0.22,0.52,0.07,0.23,0.03,0.14,0.47,0.24,0.01,0.41,0.0,0.01,0.08,0.01,0.08,0.6,0.41,0.54,0.59,0.65,0.65,0.04,0.16,0.3,0.01,0.0,0.51
Navigation - Your work,0.44,0.05,0.01,0.05,0.09,0.02,0.0,0.04,0.02,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.03,0.48,0.0,0.06,0.0,0.67,0.02,0.0,0.46,0.01,0.12,0.28,0.04,0.03,0.03,0.02,0.21,0.22,0.2,0.36,0.14,0.07,0.01,0.0,0.28,0.01,0.01,0.19,0.0,0.02,0.0,0.0,0.0,0.43,0.0,0.05,0.0,0.0,0.34,0.22,0.17,0.0,0.0,0.01,0.0,0.21,0.01,0.19,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.06,0.07,0.0,0.03,0.0,0.29,0.05,0.01,0.08,0.0,0.31,0.27,0.04,0.03,0.0,0.04,0.03,0.03,0.0,0.03,0.18,0.0,0.14,0.0,0.05,0.48,0.01,0.0,0.07,0.03,0.02,0.02,0.0,0.04,0.76,0.03,0.02,0.03,0.29,0.36,0.0,0.07,0.21,0.0,0.0,0.25
Navigation Panel,0.62,0.24,0.03,0.23,0.01,0.34,0.15,0.06,0.06,0.0,0.06,0.38,0.07,0.02,0.01,0.5,0.11,0.0,0.07,0.67,0.0,0.21,0.01,0.4,0.0,0.08,0.88,0.0,0.29,0.32,0.31,0.01,0.14,0.15,0.35,0.23,0.21,0.27,0.49,0.1,0.22,0.0,0.51,0.02,0.02,0.42,0.0,0.05,0.01,0.08,0.06,0.48,0.01,0.03,0.0,0.0,0.53,0.06,0.37,0.01,0.05,0.01,0.0,0.45,0.1,0.08,0.0,0.0,0.08,0.15,0.26,0.32,0.0,0.05,0.12,0.01,0.01,0.28,0.12,0.08,0.09,0.0,0.01,0.01,0.34,0.01,0.01,0.02,0.1,0.39,0.48,0.07,0.38,0.01,0.04,0.34,0.04,0.02,0.27,0.41,0.01,0.07,0.01,0.12,0.58,0.02,0.0,0.36,0.02,0.28,0.08,0.01,0.01,0.62,0.01,0.19,0.21,0.61,0.49,0.01,0.05,0.4,0.0,0.0,0.26
Navigation-Hello,0.42,0.07,0.01,0.04,0.01,0.08,0.04,0.02,0.01,0.01,0.01,0.04,0.01,0.0,0.01,0.09,0.01,0.0,0.0,0.05,0.0,0.2,0.0,0.02,0.0,0.0,0.05,0.0,0.08,0.01,0.08,0.25,0.02,0.0,0.11,0.29,0.01,0.25,0.11,0.0,0.03,0.0,0.01,0.0,0.0,0.25,0.0,0.0,0.01,0.0,0.0,0.26,0.01,0.0,0.0,0.0,0.17,0.19,0.09,0.0,0.01,0.01,0.0,0.29,0.01,0.02,0.0,0.0,0.02,0.0,0.01,0.0,0.02,0.01,0.04,0.0,0.21,0.03,0.03,0.02,0.13,0.01,0.0,0.0,0.37,0.01,0.0,0.19,0.01,0.41,0.3,0.02,0.26,0.01,0.0,0.09,0.03,0.0,0.07,0.29,0.01,0.01,0.3,0.02,0.33,0.02,0.0,0.03,0.01,0.01,0.0,0.0,0.01,0.3,0.01,0.04,0.03,0.26,0.35,0.0,0.0,0.23,0.0,0.0,0.01
Nebula OpenStack,0.11,0.17,0.0,0.11,0.0,0.21,0.14,0.04,0.07,0.0,0.09,0.0,0.0,0.11,0.06,0.14,0.08,0.13,0.0,0.02,0.03,0.13,0.01,0.19,0.0,0.08,0.04,0.0,0.04,0.0,0.2,0.01,0.13,0.0,0.0,0.0,0.0,0.01,0.19,0.0,0.2,0.11,0.0,0.0,0.08,0.14,0.0,0.0,0.01,0.08,0.03,0.07,0.1,0.0,0.0,0.07,0.0,0.03,0.11,0.0,0.12,0.0,0.0,0.09,0.11,0.0,0.02,0.05,0.11,0.05,0.19,0.0,0.2,0.1,0.01,0.0,0.01,0.23,0.13,0.0,0.05,0.01,0.0,0.06,0.0,0.0,0.0,0.03,0.16,0.0,0.06,0.05,0.21,0.13,0.0,0.08,0.0,0.07,0.1,0.02,0.07,0.0,0.01,0.05,0.05,0.03,0.0,0.0,0.01,0.22,0.14,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.02,0.12,0.03,0.07,0.16,0.07,0.0
Networking,0.27,0.05,0.0,0.0,0.82,0.01,0.0,0.0,0.0,0.0,0.02,0.37,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.55,0.38,0.01,0.01,0.87,0.01,0.01,0.86,0.0,0.0,0.02,0.04,0.99,0.07,0.05,0.05,0.05,0.14,0.11,0.01,0.0,0.01,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.21,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.93,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.34,0.01,0.02,0.94,0.0,0.11,0.26,0.0,0.0,0.42,0.0,0.01,0.0,0.02,0.07,0.0,0.0,0.14,0.01,0.07,0.0,0.0,0.0,0.2,0.0,0.13,0.01,0.13,0.0,0.0,1.0,0.28,0.0,0.0,0.86
Next-gen - Backlog,0.09,0.03,0.1,0.07,0.0,0.02,0.08,0.02,0.01,0.11,0.01,0.0,0.0,0.05,0.07,0.01,0.03,0.0,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.02,0.04,0.02,0.06,0.0,0.01,0.05,0.0,0.01,0.02,0.04,0.01,0.01,0.06,0.14,0.0,0.03,0.01,0.44,0.0,0.03,0.06,0.04,0.05,0.02,0.0,0.0,0.05,0.0,0.01,0.0,0.04,0.05,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.09,0.0,0.0,0.03,0.1,0.0,0.03,0.03,0.02,0.12,0.02,0.01,0.02,0.06,0.02,0.0,0.0,0.17,0.01,0.05,0.17,0.06,0.27,0.01,0.0,0.05,0.0,0.01,0.01,0.03,0.04,0.01,0.02,0.02,0.09,0.02,0.03,0.0,0.0,0.49,0.02,0.0,0.45,0.03,0.0,0.0,0.07,0.01,0.03,0.04,0.0,0.09,0.01,0.0,0.02
Next-gen - Boards,0.1,0.1,0.01,0.06,0.01,0.18,0.13,0.01,0.05,0.0,0.03,0.04,0.0,0.08,0.06,0.1,0.08,0.0,0.01,0.11,0.0,0.07,0.0,0.2,0.0,0.08,0.04,0.01,0.01,0.06,0.21,0.01,0.11,0.0,0.0,0.0,0.01,0.04,0.22,0.0,0.18,0.0,0.07,0.0,0.08,0.01,0.0,0.12,0.0,0.05,0.06,0.01,0.03,0.01,0.0,0.04,0.0,0.01,0.08,0.0,0.04,0.01,0.0,0.02,0.06,0.02,0.0,0.0,0.07,0.0,0.17,0.06,0.01,0.02,0.06,0.0,0.01,0.3,0.11,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.05,0.07,0.0,0.22,0.35,0.15,0.02,0.0,0.14,0.03,0.06,0.01,0.03,0.02,0.04,0.06,0.05,0.03,0.03,0.0,0.04,0.0,0.17,0.13,0.03,0.01,0.06,0.0,0.12,0.01,0.06,0.02,0.02,0.07,0.11,0.01,0.08,0.03
Next-gen - Card,0.01,0.11,0.0,0.07,0.01,0.28,0.07,0.01,0.05,0.0,0.03,0.46,0.01,0.07,0.03,0.18,0.09,0.0,0.01,0.81,0.0,0.14,0.0,0.23,0.06,0.07,0.66,0.0,0.01,0.33,0.24,0.0,0.17,0.01,0.0,0.01,0.42,0.14,0.21,0.0,0.22,0.01,0.78,0.0,0.07,0.02,0.0,0.01,0.0,0.06,0.04,0.04,0.03,0.12,0.0,0.05,0.09,0.01,0.11,0.0,0.05,0.01,0.0,0.0,0.05,0.27,0.0,0.0,0.04,0.0,0.19,0.17,0.0,0.04,0.03,0.01,0.0,0.19,0.12,0.01,0.0,0.01,0.0,0.01,0.06,0.01,0.04,0.16,0.07,0.05,0.05,0.09,0.14,0.04,0.0,0.2,0.13,0.06,0.01,0.0,0.12,0.02,0.0,0.02,0.03,0.0,0.01,0.25,0.0,0.19,0.16,0.01,0.0,0.18,0.0,0.11,0.03,0.1,0.0,0.02,0.07,0.02,0.04,0.07,0.26
Next-gen - Configuration,0.39,0.05,0.01,0.08,0.18,0.24,0.0,0.06,0.02,0.05,0.03,0.38,0.01,0.0,0.0,0.0,0.06,0.09,0.08,0.85,0.13,0.08,0.02,0.23,0.01,0.0,0.57,0.01,0.0,0.21,0.05,0.0,0.18,0.01,0.05,0.12,0.14,0.18,0.02,0.02,0.0,0.0,0.89,0.02,0.07,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.19,0.03,0.0,0.21,0.01,0.0,0.0,0.11,0.01,0.0,0.02,0.08,0.03,0.0,0.0,0.01,0.0,0.17,0.01,0.09,0.01,0.0,0.01,0.0,0.05,0.02,0.12,0.04,0.0,0.01,0.0,0.01,0.03,0.0,0.02,0.02,0.04,0.5,0.34,0.06,0.01,0.0,0.28,0.03,0.0,0.03,0.32,0.01,0.04,0.01,0.02,0.16,0.0,0.0,0.1,0.0,0.11,0.01,0.0,0.02,0.11,0.02,0.28,0.25,0.12,0.01,0.0,0.21,0.11,0.0,0.0,0.17
Next-gen - Epics and Subtasks,0.26,0.1,0.15,0.17,0.14,0.14,0.1,0.23,0.09,0.08,0.09,0.33,0.08,0.01,0.02,0.02,0.01,0.06,0.14,0.51,0.02,0.18,0.34,0.14,0.08,0.01,0.33,0.05,0.15,0.41,0.01,0.05,0.16,0.22,0.1,0.31,0.26,0.18,0.27,0.08,0.1,0.01,0.31,0.18,0.12,0.07,0.02,0.09,0.1,0.03,0.01,0.16,0.02,0.12,0.13,0.01,0.32,0.08,0.01,0.01,0.12,0.12,0.01,0.16,0.04,0.29,0.0,0.01,0.01,0.0,0.06,0.3,0.02,0.05,0.0,0.12,0.02,0.06,0.02,0.23,0.16,0.07,0.02,0.15,0.15,0.12,0.01,0.12,0.03,0.22,0.31,0.33,0.23,0.03,0.02,0.23,0.29,0.02,0.08,0.18,0.13,0.21,0.09,0.09,0.22,0.03,0.0,0.09,0.0,0.01,0.01,0.01,0.18,0.3,0.1,0.33,0.26,0.1,0.34,0.1,0.25,0.22,0.0,0.0,0.3
Next-gen - Reports,0.25,0.05,0.01,0.21,0.01,0.26,0.04,0.02,0.2,0.01,0.03,0.12,0.01,0.05,0.06,0.07,0.09,0.02,0.06,0.18,0.03,0.13,0.24,0.21,0.0,0.29,0.15,0.0,0.0,0.12,0.15,0.01,0.22,0.0,0.01,0.07,0.06,0.05,0.21,0.01,0.36,0.04,0.09,0.04,0.04,0.0,0.0,0.09,0.06,0.06,0.1,0.03,0.0,0.12,0.0,0.03,0.09,0.12,0.05,0.0,0.06,0.12,0.0,0.18,0.05,0.04,0.0,0.0,0.01,0.0,0.23,0.05,0.01,0.09,0.03,0.0,0.02,0.13,0.05,0.08,0.01,0.13,0.0,0.22,0.02,0.11,0.0,0.05,0.07,0.03,0.28,0.38,0.31,0.24,0.0,0.44,0.49,0.01,0.01,0.12,0.42,0.01,0.03,0.02,0.09,0.19,0.0,0.19,0.0,0.22,0.08,0.01,0.68,0.04,0.0,0.56,0.05,0.1,0.07,0.04,0.03,0.03,0.0,0.01,0.28
Next-gen - Sprints,0.15,0.01,0.0,0.09,0.0,0.16,0.11,0.01,0.01,0.0,0.03,0.05,0.0,0.06,0.01,0.06,0.06,0.0,0.01,0.09,0.01,0.11,0.0,0.03,0.0,0.04,0.1,0.0,0.04,0.03,0.1,0.01,0.11,0.0,0.0,0.09,0.0,0.06,0.16,0.0,0.2,0.0,0.03,0.0,0.02,0.11,0.0,0.0,0.0,0.0,0.01,0.1,0.0,0.0,0.0,0.0,0.01,0.07,0.09,0.0,0.06,0.07,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.11,0.01,0.02,0.07,0.13,0.0,0.0,0.01,0.01,0.05,0.04,0.17,0.0,0.0,0.24,0.0,0.0,0.01,0.06,0.25,0.26,0.21,0.25,0.01,0.0,0.12,0.21,0.0,0.03,0.07,0.04,0.01,0.0,0.05,0.07,0.01,0.01,0.02,0.0,0.01,0.02,0.0,0.0,0.02,0.0,0.23,0.01,0.02,0.09,0.01,0.02,0.11,0.0,0.0,0.05
Next-gen - Versions & Releases,0.28,0.01,0.11,0.21,0.15,0.15,0.16,0.17,0.05,0.03,0.05,0.29,0.1,0.05,0.05,0.02,0.05,0.03,0.09,0.35,0.02,0.12,0.02,0.54,0.04,0.0,0.66,0.06,0.02,0.44,0.08,0.04,0.25,0.03,0.03,0.09,0.18,0.28,0.18,0.04,0.03,0.01,0.31,0.06,0.14,0.0,0.01,0.05,0.01,0.03,0.04,0.07,0.05,0.17,0.28,0.01,0.19,0.13,0.01,0.01,0.17,0.11,0.01,0.19,0.09,0.22,0.01,0.0,0.02,0.0,0.12,0.42,0.04,0.07,0.07,0.1,0.08,0.05,0.01,0.26,0.14,0.03,0.01,0.02,0.13,0.13,0.01,0.18,0.03,0.17,0.34,0.2,0.2,0.06,0.03,0.1,0.21,0.01,0.1,0.16,0.01,0.21,0.04,0.15,0.15,0.01,0.01,0.3,0.02,0.14,0.03,0.0,0.18,0.14,0.08,0.54,0.16,0.14,0.18,0.03,0.24,0.2,0.0,0.01,0.26
Node,0.04,0.15,0.01,0.13,0.01,0.19,0.25,0.11,0.06,0.0,0.08,0.01,0.0,0.09,0.18,0.17,0.15,0.01,0.0,0.04,0.22,0.14,0.01,0.37,0.01,0.18,0.62,0.0,0.06,0.01,0.33,0.04,0.2,0.0,0.01,0.0,0.02,0.11,0.19,0.0,0.3,0.12,0.02,0.0,0.12,0.13,0.0,0.0,0.12,0.14,0.12,0.05,0.16,0.0,0.0,0.14,0.0,0.12,0.09,0.0,0.23,0.03,0.0,0.28,0.13,0.0,0.03,0.17,0.11,0.1,0.2,0.0,0.35,0.32,0.1,0.0,0.13,0.29,0.19,0.01,0.31,0.35,0.0,0.17,0.0,0.03,0.01,0.21,0.19,0.0,0.75,0.16,0.15,0.33,0.0,0.24,0.02,0.11,0.17,0.98,0.17,0.0,0.03,0.05,0.0,0.14,0.17,0.02,0.0,0.32,0.18,0.08,0.54,0.0,0.0,0.11,0.0,0.03,0.17,0.16,0.07,0.05,0.15,0.14,0.02
Node Utilities,0.11,0.03,0.0,0.04,0.01,0.1,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.09,0.03,0.0,0.0,0.13,0.0,0.01,0.0,0.2,0.01,0.1,0.17,0.01,0.0,0.01,0.17,0.0,0.08,0.0,0.0,0.0,0.02,0.1,0.12,0.0,0.14,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.11,0.01,0.01,0.0,0.0,0.03,0.02,0.19,0.0,0.01,0.01,0.0,0.0,0.0,0.2,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.06,0.02,0.06,0.01,0.0,0.29,0.0,0.01,0.0,0.0,0.08,0.03,0.03,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.31,0.05,0.01,0.0,0.01,0.0,0.01,0.0,0.03,0.0,0.0,0.01,0.02,0.0,0.01,0.01
Node.js plugin,0.07,0.05,0.0,0.16,0.01,0.05,0.19,0.06,0.03,0.0,0.0,0.02,0.01,0.09,0.05,0.21,0.05,0.01,0.0,0.21,0.01,0.01,0.01,0.26,0.05,0.07,0.34,0.01,0.02,0.03,0.26,0.02,0.09,0.02,0.0,0.0,0.17,0.1,0.08,0.0,0.14,0.04,0.14,0.0,0.04,0.02,0.0,0.0,0.01,0.05,0.01,0.0,0.05,0.03,0.0,0.06,0.0,0.13,0.04,0.0,0.04,0.01,0.0,0.17,0.01,0.0,0.02,0.05,0.0,0.01,0.19,0.0,0.03,0.06,0.0,0.02,0.02,0.23,0.03,0.0,0.09,0.08,0.0,0.02,0.01,0.67,0.01,0.03,0.04,0.0,0.27,0.01,0.01,0.13,0.0,0.09,0.61,0.06,0.03,0.47,0.01,0.03,0.01,0.02,0.0,0.01,0.01,0.02,0.03,0.3,0.1,0.01,0.0,0.0,0.02,0.03,0.01,0.0,0.07,0.03,0.02,0.05,0.18,0.22,0.0
Nongenuine Warning,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.22,0.02,0.0,0.0,0.01,0.0,0.01,0.21,0.01,0.0,0.06,0.0,0.01,0.01,0.0,0.01,0.04,0.02,0.08,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.03,0.01,0.0,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.1,0.01,0.0,0.0,0.0,0.1,0.06,0.02,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.02,0.0,0.0,0.13,0.0,0.03,0.07,0.01,0.01,0.0,0.0,0.06,0.12,0.02,0.0,0.0,0.01,0.0,0.0,0.06,0.04,0.0,0.0,0.01
Notebooks,0.16,0.06,0.0,0.03,0.0,0.07,0.01,0.0,0.02,0.0,0.0,0.03,0.0,0.01,0.01,0.13,0.03,0.0,0.0,0.04,0.0,0.06,0.0,0.1,0.0,0.02,0.01,0.0,0.01,0.01,0.07,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.21,0.0,0.05,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.05,0.01,0.13,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.08,0.17,0.0,0.0,0.02,0.0,0.07,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.13,0.01,0.2,0.0,0.0,0.01,0.01,0.01,0.0,0.11,0.0,0.0,0.0,0.02,0.14,0.0,0.0,0.01,0.0,0.21,0.05,0.01,0.01,0.07,0.0,0.0,0.0,0.21,0.0,0.0,0.01,0.22,0.0,0.02,0.02
Notification,0.49,0.03,0.02,0.06,0.02,0.09,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.57,0.0,0.14,0.01,0.01,0.01,0.02,0.94,0.0,0.01,0.16,0.02,0.1,0.0,0.01,0.1,0.35,0.14,0.88,0.01,0.03,0.0,0.0,0.09,0.01,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.38,0.0,0.04,0.0,0.0,0.15,0.09,0.03,0.0,0.0,0.02,0.0,0.01,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.06,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.36,0.03,0.0,0.1,0.0,0.43,0.24,0.13,0.12,0.01,0.0,0.21,0.25,0.0,0.03,0.49,0.1,0.05,0.0,0.03,0.39,0.03,0.0,0.38,0.0,0.01,0.0,0.0,0.07,0.15,0.07,0.26,0.24,0.26,0.04,0.0,0.02,0.13,0.0,0.0,0.76
Notifications,0.38,0.03,0.02,0.14,0.01,0.07,0.01,0.01,0.0,0.01,0.01,0.37,0.01,0.01,0.0,0.01,0.05,0.01,0.03,0.26,0.01,0.19,0.02,0.03,0.01,0.01,0.47,0.0,0.01,0.09,0.02,0.05,0.01,0.08,0.16,0.43,0.14,0.56,0.11,0.02,0.0,0.0,0.05,0.06,0.0,0.1,0.01,0.06,0.0,0.0,0.0,0.17,0.0,0.03,0.0,0.0,0.25,0.05,0.11,0.0,0.0,0.05,0.0,0.01,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.17,0.02,0.01,0.04,0.01,0.36,0.01,0.0,0.32,0.0,0.36,0.42,0.05,0.37,0.0,0.02,0.16,0.12,0.0,0.05,0.41,0.14,0.03,0.02,0.04,0.29,0.11,0.0,0.61,0.01,0.06,0.0,0.0,0.02,0.18,0.01,0.22,0.18,0.32,0.12,0.0,0.06,0.44,0.0,0.0,0.52
Notifications-Hello,0.33,0.05,0.02,0.07,0.01,0.02,0.04,0.02,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.09,0.01,0.16,0.0,0.01,0.0,0.0,0.07,0.0,0.04,0.01,0.05,0.15,0.01,0.0,0.05,0.34,0.04,0.44,0.1,0.01,0.0,0.0,0.01,0.02,0.0,0.14,0.0,0.01,0.01,0.0,0.0,0.22,0.01,0.01,0.0,0.0,0.14,0.12,0.08,0.0,0.01,0.01,0.0,0.18,0.03,0.01,0.0,0.0,0.01,0.0,0.0,0.03,0.03,0.01,0.01,0.0,0.21,0.01,0.02,0.05,0.18,0.01,0.01,0.0,0.37,0.02,0.0,0.17,0.0,0.38,0.28,0.02,0.29,0.01,0.01,0.06,0.07,0.0,0.03,0.3,0.05,0.02,0.24,0.01,0.22,0.01,0.0,0.15,0.01,0.01,0.0,0.0,0.01,0.1,0.0,0.04,0.06,0.44,0.27,0.0,0.0,0.23,0.0,0.0,0.08
Notifications-Pug,0.26,0.22,0.0,0.27,0.0,0.36,0.2,0.02,0.02,0.0,0.08,0.1,0.0,0.05,0.04,0.14,0.17,0.0,0.0,0.08,0.08,0.33,0.0,0.34,0.0,0.08,0.02,0.0,0.08,0.02,0.29,0.02,0.15,0.0,0.01,0.01,0.0,0.05,0.31,0.01,0.13,0.0,0.01,0.0,0.01,0.26,0.0,0.0,0.01,0.06,0.06,0.26,0.07,0.0,0.0,0.0,0.0,0.28,0.13,0.0,0.09,0.18,0.0,0.17,0.15,0.02,0.0,0.0,0.01,0.02,0.13,0.29,0.16,0.35,0.22,0.0,0.06,0.3,0.0,0.01,0.21,0.13,0.01,0.06,0.5,0.01,0.0,0.4,0.07,0.5,0.36,0.03,0.47,0.33,0.0,0.33,0.02,0.0,0.14,0.09,0.37,0.01,0.02,0.05,0.12,0.11,0.04,0.36,0.02,0.36,0.03,0.0,0.03,0.04,0.01,0.22,0.01,0.08,0.38,0.05,0.66,0.37,0.0,0.01,0.13
